Genes,ID
ABLIM2,228132_at
ABLIM2,236087_at
ABLIM2,242624_at
ABLIM3,205730_s_at
ABO,214504_at
ABO,216716_at
ABO,216929_x_at
ABR,1564121_at
ABR,212895_s_at
ABR,214671_s_at
ABRA,1552731_at
ABRA,1552732_at
ABT1,218405_at
ABTB1,226442_at
ABTB1,228848_at
ABTB1,229162_s_at
ABTB1,229164_s_at
ABTB1,242567_at
ABTB2,213497_at
ABTB2,232624_at
ACAA1,202025_x_at
ACAA1,214274_s_at
ACAA2,202002_at
ACAA2,202003_s_at
ACAA2,241114_s_at
ACACA,212186_at
ACACA,214358_at
ACACB,1552615_at
ACACB,1552616_a_at
ACACB,1565740_at
ACACB,214584_x_at
ACACB,221928_at
ACACB,43427_at
ACACB,49452_at
ACAD10,219986_s_at
ACAD10,237481_at
ACAD10,237482_s_at
ACAD10,238655_at
ACAD8,221669_s_at
ACAD9,224160_s_at
ACAD9,239976_at
ACADL,206068_s_at
ACADL,206069_s_at
ACADM,202502_at
ACADS,202366_at
ACADSB,205355_at
ACADSB,226030_at
ACADVL,200710_at
ACAN,1554950_at
ACAN,205679_x_at
ACAN,207692_s_at
ACAN,217161_x_at
ACAT1,1554947_at
ACAT1,1559239_s_at
ACAT1,205412_at
ACAT2,209608_s_at
ACBD3,202323_s_at
ACBD3,202324_s_at
ACBD4,219413_at
ACBD5,1568877_a_at
ACBD5,225663_at
ACBD6,225317_at
ACCS,228264_at
ACD,204617_s_at
ACE,209749_s_at
ACE,227463_at
ACE2,219962_at
ACE2,222257_s_at
ACHE,205377_s_at
ACHE,205378_s_at
ACHE,210332_at
ACIN1,201715_s_at
ACLY,201127_s_at
ACLY,201128_s_at
ACLY,210337_s_at
ACMSD,230602_at
ACO1,207071_s_at
ACO1,237622_at
ACO2,200793_s_at
ACO2,217307_at
ACOT11,1554938_a_at
ACOT11,1555321_at
ACOT11,214763_at
ACOT11,216103_at
ACOT12,238160_at
ACOT4,229534_at
ACOT7,208002_s_at
ACOT7,215728_s_at
ACOT8,204212_at
ACOT8,236514_at
ACOT9,221641_s_at
ACOX1,207656_s_at
ACOX1,209600_s_at
ACOX1,209601_at
ACOX1,213501_at
ACOX1,227962_at
ACOX2,205364_at
ACOX3,204241_at
ACOX3,204242_s_at
ACP1,1554808_at
ACP1,201629_s_at
ACP1,201630_s_at
ACP1,215227_x_at
ACP2,202767_at
ACP5,204638_at
ACP6,218795_at
ACP6,242270_at
ACPP,204393_s_at
ACPP,231711_at
ACPP,237030_at
ACPT,241715_x_at
ACR,207427_at
ACRBP,223717_s_at
ACRBP,223718_at
ACRBP,230833_at
ACRC,238825_at
ACSBG1,206465_at
ACSBG1,206466_at
ACSBG2,221716_s_at
ACSF2,218844_at
ACSF3,1556552_a_at
ACSF3,227464_at
ACSF3,235823_at
ACSL1,201963_at
ACSL1,207275_s_at
ACSL3,201660_at
ACSL3,201661_s_at
ACSL3,201662_s_at
ACSL4,1557418_at
ACSL4,1557419_a_at
ACSL4,202422_s_at
ACSL5,218322_s_at
ACSL5,222592_s_at
ACSL6,211207_s_at
ACSL6,213683_at
ACSL6,216409_at
ACSL6,223918_at
ACSL6,229725_at
ACSM5,1554514_at
ACSM5,220061_at
ACSM5,89977_at
ACSS1,224882_at
ACSS1,234483_at
ACSS1,234484_s_at
ACSS1,234801_s_at
ACSS1,235724_at
ACSS2,234312_s_at
ACSS3,219616_at
ACSS3,229222_at
ACTA1,203872_at
ACTA2,200974_at
ACTA2,215787_at
ACTA2,243140_at
ACTB,200801_x_at
ACTB,213867_x_at
ACTB,224594_x_at
ACTB,AFFX-HSAC07/X00351_3_at
ACTB,AFFX-HSAC07/X00351_5_at
ACTB,AFFX-HSAC07/X00351_M_at
ACTC1,205132_at
ACTG2,202274_at
ACTG2,241148_at
ACTL6A,202666_s_at
ACTL6B,206013_s_at
ACTL6B,206014_at
ACTL8,214957_at
ACTN1,208636_at
ACTN1,208637_x_at
ACTN1,211160_x_at
ACTN1,237401_at
ACTN2,203861_s_at
ACTN2,203862_s_at
ACTN2,203863_at
ACTN2,203864_s_at
ACTN4,200601_at
ACTR10,222230_s_at
ACTR1A,200720_s_at
ACTR1A,200721_s_at
ACTR1B,202135_s_at
ACTR2,1554390_s_at
ACTR2,1558015_s_at
ACTR2,200727_s_at
ACTR2,200728_at
ACTR2,200729_s_at
ACTR2,234210_x_at
ACTR2,234212_at
ACTR3,200996_at
ACTR3,213101_s_at
ACTR3,213102_at
ACTR3,228603_at
ACTR3,239170_at
ACTR3B,1555487_a_at
ACTR3B,218868_at
ACTR5,219623_at
ACTR5,222147_s_at
ACTR6,218395_at
ACTR6,241794_at
ACTR8,218658_s_at
ACTR8,222707_s_at
ACVR1,203935_at
ACVR1B,205209_at
ACVR1B,208218_s_at
ACVR1B,208219_at
ACVR1B,208222_at
ACVR1B,208223_s_at
ACVR1B,213198_at
ACVR1C,1552519_at
ACVR1C,1563182_at
ACVR2A,205327_s_at
ACVR2A,228416_at
ACVR2B,1559548_at
ACVR2B,220028_at
ACVR2B,236126_at
ACVRL1,210838_s_at
ACVRL1,226950_at
ACY3,1554974_at
ACY3,230481_at
ACYP1,205260_s_at
ADA,204639_at
ADA,216705_s_at
ADAD1,231448_at
ADAD1,240299_at
ADAD2,236463_at
ADAL,236018_at
ADAL,238424_at
ADAL,239711_at
ADAM10,202603_at
ADAM10,202604_x_at
ADAM10,214895_s_at
ADAM11,207880_at
ADAM11,239837_at
ADAM12,202952_s_at
ADAM12,204943_at
ADAM12,213790_at
ADAM12,215613_at
ADAM12,226777_at
ADAM15,1555896_a_at
ADAM15,217007_s_at
ADAM17,205745_x_at
ADAM17,205746_s_at
ADAM17,213532_at
ADAM19,209765_at
ADAM19,221128_at
ADAM21,1552579_a_at
ADAM21,207665_at
ADAM22,1555024_at
ADAM22,206615_s_at
ADAM22,206616_s_at
ADAM22,208226_x_at
ADAM22,208227_x_at
ADAM22,208237_x_at
ADAM22,213411_at
ADAM22,244194_at
ADAM23,1559268_at
ADAM23,206046_at
ADAM23,213808_at
ADAM23,244463_at
ADAM28,205997_at
ADAM28,208268_at
ADAM28,208269_s_at
ADAM28,241446_at
ADAM30,221446_at
ADAM30,243520_x_at
ADAM32,1552266_at
ADAM33,232570_s_at
ADAM33,233868_x_at
ADAM8,205179_s_at
ADAM8,205180_s_at
ADAM9,1555326_a_at
ADAM9,1570042_a_at
ADAM9,202381_at
ADAMDEC1,206134_at
ADAMTS1,222162_s_at
ADAMTS1,222486_s_at
ADAMTS10,230341_x_at
ADAMTS10,232133_at
ADAMTS12,221421_s_at
ADAMTS12,226997_at
ADAMTS13,220208_at
ADAMTS13,223844_at
ADAMTS14,230167_at
ADAMTS15,1553427_at
ADAMTS15,229004_at
ADAMTS16,238125_at
ADAMTS17,1552725_s_at
ADAMTS17,1552726_at
ADAMTS17,1552727_s_at
ADAMTS18,1553234_at
ADAMTS18,230040_at
ADAMTS19,1553179_at
ADAMTS19,1553180_at
ADAMTS2,214454_at
ADAMTS2,214535_s_at
ADAMTS2,226311_at
ADAMTS20,1553409_at
ADAMTS20,220717_at
ADAMTS3,214913_at
ADAMTS5,1558636_s_at
ADAMTS5,219935_at
ADAMTS5,229357_at
ADAMTS5,235368_at
ADAMTS6,1570351_at
ADAMTS6,220866_at
ADAMTS6,237411_at
ADAMTS7,220705_s_at
ADAMTS7,220706_at
ADAMTS7,228911_at
ADAMTS8,220676_at
ADAMTS8,220677_s_at
ADAMTS8,235649_at
ADAMTS9,1554697_at
ADAMTS9,220287_at
ADAMTS9,226814_at
ADAMTS9,233785_at
ADAMTSL1,1552457_a_at
ADAMTSL1,1552808_at
ADAMTSL1,224371_at
ADAMTSL1,229585_at
ADAMTSL1,237217_at
ADAMTSL1,239909_at
ADAMTSL2,206629_at
ADAMTSL3,1559748_at
ADAMTSL3,213974_at
ADAMTSL4,220578_at
ADAMTSL4,226071_at
ADAR,201786_s_at
ADARB1,203865_s_at
ADARB1,207999_s_at
ADARB1,209979_at
ADARB1,234539_at
ADARB1,234799_at
ADARB2,220648_at
ADARB2,237437_s_at
ADAT1,219384_s_at
ADAT2,227213_at
ADAT2,236817_at
ADCK1,227482_at
ADCK2,221893_s_at
ADCK2,221894_at
ADCK2,222117_s_at
ADCK2,44120_at
ADCK5,228524_at
ADCY1,213245_at
ADCY1,215340_at
ADCY1,215348_at
ADCY1,232062_at
ADCY1,235049_at
ADCY2,213217_at
ADCY2,213219_at
ADCY2,217687_at
ADCY3,209320_at
ADCY3,209321_s_at
ADCY4,230800_at
ADCY5,228182_at
ADCY5,242891_at
ADCY7,1554827_a_at
ADCY7,203741_s_at
ADCY8,206811_at
ADCY9,204497_at
ADCY9,204498_s_at
ADCY9,215400_x_at
ADCYAP1,206281_at
ADCYAP1,230237_at
ADCYAP1R1,207151_at
ADCYAP1R1,226690_at
ADD1,208030_s_at
ADD1,214726_x_at
ADD1,214736_s_at
ADD1,238939_at
ADD2,205268_s_at
ADD2,206807_s_at
ADD2,213484_at
ADD2,230988_at
ADD2,237336_at
ADD2,239530_at
ADD3,201034_at
ADD3,201752_s_at
ADD3,201753_s_at
ADD3,205882_x_at
ADH1A,207820_at
ADH1C,206262_at
ADH4,223781_x_at
ADH4,231675_s_at
ADH4,231678_s_at
ADH4,231703_s_at
ADH6,207544_s_at
ADH6,214261_s_at
ADH7,210505_at
ADHFE1,227113_at
ADI1,217761_at
ADI1,222400_s_at
ADI1,241443_at
ADIG,1554128_at
ADIG,1554129_a_at
ADIPOQ,207175_at
ADIPOR1,217748_at
ADIPOR2,201346_at
ADK,204119_s_at
ADK,204120_s_at
ADM,202912_at
ADNP,201773_at
ADNP,226426_at
ADNP2,203321_s_at
ADNP2,203322_at
ADO,212500_at
ADO,212502_at
ADORA1,205481_at
ADORA1,216220_s_at
ADORA2B,205891_at
ADPGK,220980_s_at
ADPGK,224455_s_at
ADPRH,207863_at
ADPRH,228042_at
ADPRH,238505_at
ADPRHL1,1553163_at
ADPRHL1,238054_at
ADPRHL2,223097_at
ADRA1A,211489_at
ADRA1A,211490_at
ADRA1A,211491_at
ADRA1A,211492_s_at
ADRA1A,237390_at
ADRA1D,210960_at
ADRA1D,210961_s_at
ADRA2A,209869_at
ADRB1,208214_at
ADRB1,229277_at
ADRB1,229309_at
ADRB2,206170_at
ADRM1,201281_at
ADSL,202144_s_at
ADSL,210250_x_at
ADSS,221761_at
ADSS,227310_at
ADSSL1,226325_at
ADSSL1,238259_at
AEBP1,201792_at
AEBP2,225889_at
AEBP2,235184_at
AES,217729_s_at
AFAP1,203563_at
AFAP1L1,1555542_at
AFAP1L1,226955_at
AFAP1L2,226829_at
AFF1,201924_at
AFF1,211826_s_at
AFF1,215451_s_at
AFF2,206105_at
AFF2,210957_s_at
AFF2,216364_s_at
AFF3,1565034_s_at
AFF3,205734_s_at
AFF3,205735_s_at
AFF3,227198_at
AFF3,242078_at
AFF3,243967_at
AFF4,1555435_at
AFF4,1555436_a_at
AFF4,219199_at
AFF4,225229_at
AFF4,232864_s_at
AFF4,232865_at
AFF4,239439_at
AFF4,243487_at
AFG3L2,1557820_at
AFG3L2,202486_at
AFG3L2,232919_at
AFMID,240318_at
AFP,204694_at
AFTPH,217939_s_at
AFTPH,222472_at
AGA,204332_s_at
AGA,204333_s_at
AGA,216064_s_at
AGBL1,1553447_at
AGBL2,220390_at
AGBL3,1554820_at
AGBL3,220649_at
AGBL3,232395_x_at
AGBL4,1553412_at
AGBL4,1569570_at
AGBL5,218480_at
AGBL5,231857_s_at
AGBL5,238889_at
AGER,210081_at
AGER,217046_s_at
AGGF1,208042_at
AGGF1,210710_at
AGGF1,218534_s_at
AGGF1,222661_at
AGK,1555610_at
AGK,218568_at
AGK,222132_s_at
AGL,203566_s_at
AGMAT,219792_at
AGMAT,221648_s_at
AGMAT,222930_s_at
AGPAT2,210678_s_at
AGPAT2,32837_at
AGPAT3,219723_x_at
AGPAT3,223182_s_at
AGPAT3,223183_at
AGPAT3,223184_s_at
AGPAT3,224282_s_at
AGPAT3,225440_at
AGPAT4,219693_at
AGPAT4,228667_at
AGPAT5,218096_at
AGPAT5,232007_at
AGPS,205401_at
AGPS,225108_at
AGPS,225113_at
AGPS,225114_at
AGR2,209173_at
AGR2,228969_at
AGR3,228241_at
AGRN,212283_at
AGRN,212285_s_at
AGRN,217410_at
AGRN,217419_x_at
AGT,202834_at
AGTPBP1,204499_at
AGTPBP1,204500_s_at
AGTR1,205357_s_at
AGTR1,208016_s_at
AGTR2,207293_s_at
AGTR2,207294_at
AGTR2,222321_at
AGXT,206957_at
AGXT,210326_at
AGXT,210327_s_at
AHCY,200903_s_at
AHCYL1,200848_at
AHCYL1,200849_s_at
AHCYL1,200850_s_at
AHCYL1,207464_at
AHCYL2,212814_at
AHCYL2,215672_s_at
AHDC1,205002_at
AHDC1,229379_at
AHDC1,243793_at
AHI1,220841_s_at
AHI1,220842_at
AHI1,221569_at
AHI1,232461_at
AHI1,244699_at
AHNAK,1563560_at
AHNAK,211986_at
AHNAK,220016_at
AHNAK,235281_x_at
AHNAK,238855_at
AHNAK2,1558378_a_at
AHNAK2,212992_at
AHR,202820_at
AHSA1,201491_at
AHSA2,212980_at
AHSA2,226334_s_at
AHSA2,226665_at
AHSA2,230148_at
AHSG,204551_s_at
AHSG,210929_s_at
AIF1,207823_s_at
AIF1,209901_x_at
AIF1,213095_x_at
AIF1,215051_x_at
AIFM1,205512_s_at
AIFM2,224461_s_at
AIFM2,228445_at
AIFM3,244084_at
AIG1,223136_at
AIG1,230520_at
AIG1,232810_at
AIM1,212543_at
AIM1L,220289_s_at
AIM1L,220290_at
AIM2,206513_at
AIP,201781_s_at
AIP,201782_s_at
AIPL1,219977_at
AIPL1,235731_at
AIRE,208090_s_at
AJAP1,206460_at
AJAP1,215149_at
AJAP1,215789_s_at
AJAP1,215790_at
AK1,202587_s_at
AK1,202588_at
AK2,205996_s_at
AK2,208967_s_at
AK2,212172_at
AK2,212173_at
AK2,212174_at
AK2,212175_s_at
AK3,224151_s_at
AK3,224655_at
AK5,219308_s_at
AK5,222862_s_at
AK7,1553734_at
AK7,1569699_at
AK7,1569700_s_at
AK7,241326_at
AKAP1,201674_s_at
AKAP1,201675_at
AKAP1,210625_s_at
AKAP1,210626_at
AKAP10,205045_at
AKAP10,213396_s_at
AKAP10,236006_s_at
AKAP10,236007_at
AKAP11,203156_at
AKAP11,215336_at
AKAP12,1555395_at
AKAP12,210517_s_at
AKAP12,227529_s_at
AKAP12,227530_at
AKAP12,231067_s_at
AKAP13,208324_at
AKAP13,208325_s_at
AKAP13,209534_x_at
AKAP13,213516_at
AKAP13,221718_s_at
AKAP13,222023_at
AKAP13,222024_s_at
AKAP13,224884_at
AKAP13,227039_at
AKAP13,229783_at
AKAP13,232188_at
AKAP14,237281_at
AKAP14,237282_s_at
AKAP14,242698_at
AKAP3,207344_at
AKAP5,207800_at
AKAP5,230846_at
AKAP6,205359_at
AKAP6,217669_s_at
AKAP7,205771_s_at
AKAP7,205772_s_at
AKAP7,211172_x_at
AKAP8,203847_s_at
AKAP8,203848_at
AKAP8L,215741_x_at
AKAP8L,218064_s_at
AKAP8L,222160_at
AKAP8L,227691_at
AKAP8L,240554_at
AKAP9,207870_at
AKAP9,210962_s_at
AKAP9,215483_at
AKNA,1558565_at
AKNA,225701_at
AKR1A1,201900_s_at
AKR1A1,241978_at
AKR1B1,201272_at
AKR1B10,206561_s_at
AKR1C1,1555855_at
AKR1C1,1555856_s_at
AKR1C1,204151_x_at
AKR1C1,216594_x_at
AKR1C1,217626_at
AKR1C3,209160_at
AKR7A2,202139_at
AKR7A2,214259_s_at
AKR7A3,206469_x_at
AKR7A3,216381_x_at
AKT1,207163_s_at
AKT1S1,1555821_a_at
AKT1S1,224982_at
AKT2,1560689_s_at
AKT2,203808_at
AKT2,203809_s_at
AKT2,211453_s_at
AKT2,225471_s_at
AKT2,226156_at
AKT2,236664_at
AKT3,212607_at
AKT3,212609_s_at
AKT3,219393_s_at
AKT3,222880_at
AKT3,224229_s_at
AKT3,242876_at
AKT3,242879_x_at
AKTIP,218373_at
AKTIP,223894_s_at
ALAD,218487_at
ALAD,218489_s_at
ALB,1565228_s_at
ALB,211298_s_at
ALB,214837_at
ALB,214842_s_at
ALCAM,1569362_at
ALCAM,201951_at
ALCAM,201952_at
ALDH16A1,227592_at
ALDH18A1,217791_s_at
ALDH18A1,222416_at
ALDH1A1,212224_at
ALDH1A3,1558649_at
ALDH1A3,203180_at
ALDH1B1,209645_s_at
ALDH1B1,209646_x_at
ALDH1L1,205208_at
ALDH1L1,215798_at
ALDH1L2,1556841_a_at
ALDH1L2,1559393_at
ALDH1L2,231202_at
ALDH2,201425_at
ALDH3A1,205623_at
ALDH3A2,202053_s_at
ALDH3A2,202054_s_at
ALDH3A2,210544_s_at
ALDH3B1,1565731_at
ALDH3B1,205640_at
ALDH3B1,211004_s_at
ALDH4A1,203722_at
ALDH4A1,211552_s_at
ALDH5A1,203608_at
ALDH5A1,203609_s_at
ALDH6A1,204289_at
ALDH6A1,204290_s_at
ALDH6A1,221588_x_at
ALDH6A1,221589_s_at
ALDH6A1,221590_s_at
ALDH7A1,208950_s_at
ALDH7A1,208951_at
ALDH7A1,213591_at
ALDH8A1,220148_at
ALDH9A1,201612_at
ALDOA,200966_x_at
ALDOA,214687_x_at
ALDOA,238996_x_at
ALDOB,204704_s_at
ALDOB,204705_x_at
ALDOB,211357_s_at
ALDOB,214423_x_at
ALDOB,214424_s_at
ALDOB,216600_x_at
ALDOB,217238_s_at
ALDOB,241280_at
ALDOB,243901_at
ALDOC,202022_at
ALG1,223355_at
ALG12,218444_at
ALG13,205583_s_at
ALG13,205584_at
ALG13,219015_s_at
ALG13,222808_at
ALG13,232435_at
ALG14,1553954_at
ALG14,228871_at
ALG2,225621_at
ALG2,228166_at
ALG3,207396_s_at
ALG6,219649_at
ALG8,203545_at
ALG9,219374_s_at
ALG9,228817_at
ALKBH1,205621_at
ALKBH1,236721_at
ALKBH2,225625_at
ALKBH3,226127_at
ALKBH4,222228_s_at
ALKBH5,1553101_a_at
ALKBH5,228034_x_at
ALKBH5,234302_s_at
ALKBH6,225969_at
ALKBH7,223317_at
ALKBH7,223318_s_at
ALKBH7,227878_s_at
ALKBH7,227879_at
ALKBH8,235610_at
ALKBH8,235713_at
ALLC,220365_at
ALMS1,214220_s_at
ALMS1,214221_at
ALMS1,214707_x_at
ALOX12B,207381_at
ALOX15,207328_at
ALOX15B,1555416_a_at
ALOX15B,206714_at
ALOX5,204445_s_at
ALOX5,204446_s_at
ALOX5,213952_s_at
ALOX5,214366_s_at
ALOX5AP,204174_at
ALOXE3,207708_at
ALOXE3,222383_s_at
ALPK1,207133_x_at
ALPK1,227438_at
ALPK1,243222_at
ALPK1,243352_at
ALPK2,228367_at
ALPK2,236987_at
ALPK3,214846_s_at
ALPK3,228342_s_at
ALPL,1557924_s_at
ALPL,215783_s_at
ALPPL2,210431_at
ALPPL2,216377_x_at
ALS2,1555284_at
ALS2,1560742_at
ALS2,1560743_a_at
ALS2,226291_at
ALS2,232184_at
ALS2CL,222333_at
ALS2CL,229887_at
ALS2CL,243276_at
ALS2CR11,1553260_s_at
ALS2CR11,1553261_x_at
ALS2CR11,1554831_x_at
ALS2CR11,1556757_a_at
ALS2CR11,1558428_at
ALS2CR11,1563673_a_at
ALS2CR12,239458_at
ALS2CR12,242661_x_at
ALX1,206837_at
ALX3,207690_at
AMBN,221114_at
AMBP,205477_s_at
AMBP,214425_at
AMBRA1,219141_s_at
AMBRA1,222189_at
AMBRA1,234236_at
AMBRA1,234237_s_at
AMBRA1,52731_at
AMD1,201196_s_at
AMD1,201197_at
AMDHD1,229596_at
AMELX,208410_x_at
AMFR,202203_s_at
AMFR,202204_s_at
AMHR2,206892_at
AMIGO1,226718_at
AMIGO2,222108_at
AMMECR1,1553219_a_at
AMMECR1,204976_s_at
AMMECR1,226421_at
AMMECR1,236760_at
AMMECR1L,223297_at
AMN,1563792_at
AMN,220989_s_at
AMN,223587_s_at
AMOT,209521_s_at
AMOTL1,225450_at
AMOTL1,225459_at
AMOTL1,228840_at
AMOTL1,235277_at
AMOTL2,203002_at
AMPD2,212360_at
AMPD3,207992_s_at
AMPH,205257_s_at
AMZ1,1561179_s_at
AMZ1,1562261_at
AMZ2,218167_at
ANAPC10,207845_s_at
ANAPC10,241959_at
ANAPC11,224010_at
ANAPC11,226414_s_at
ANAPC13,209001_s_at
ANAPC13,215282_at
ANAPC2,218555_at
ANAPC4,226917_s_at
ANAPC4,232524_x_at
ANAPC5,200098_s_at
ANAPC5,208721_s_at
ANAPC5,208722_s_at
ANAPC5,211036_x_at
ANAPC5,235926_at
ANAPC5,239651_at
ANAPC7,225521_at
ANAPC7,225554_s_at
ANGEL1,213099_at
ANGEL1,244685_at
ANGEL1,36865_at
ANGEL2,217630_at
ANGEL2,221825_at
ANGEL2,221826_at
ANGPT1,1552939_at
ANGPT1,205608_s_at
ANGPT1,205609_at
ANGPT2,205572_at
ANGPT2,211148_s_at
ANGPT2,236034_at
ANGPT2,237261_at
ANGPTL1,224339_s_at
ANGPTL1,231773_at
ANGPTL1,239183_at
ANGPTL2,213001_at
ANGPTL2,213004_at
ANGPTL2,219514_at
ANGPTL3,219803_at
ANGPTL3,231684_at
ANGPTL3,243799_x_at
ANGPTL4,221009_s_at
ANGPTL4,223333_s_at
ANGPTL6,223967_at
ANGPTL7,206423_at
ANK1,205389_s_at
ANK1,205390_s_at
ANK1,205391_x_at
ANK1,207087_x_at
ANK1,208352_x_at
ANK1,208353_x_at
ANK1,240363_at
ANK2,202920_at
ANK2,202921_s_at
ANK2,216195_at
ANK2,232606_at
ANK3,206385_s_at
ANK3,207950_s_at
ANK3,209442_x_at
ANK3,238786_at
ANK3,239726_at
ANKAR,1552438_a_at
ANKAR,1556653_at
ANKDD1A,229497_at
ANKDD1A,237316_at
ANKFN1,1553211_at
ANKFN1,1559640_at
ANKFN1,244095_at
ANKFY1,1562495_at
ANKFY1,219868_s_at
ANKFY1,224900_at
ANKFY1,239073_at
ANKH,1560369_at
ANKH,1560370_x_at
ANKH,220076_at
ANKH,223092_at
ANKH,223093_at
ANKH,223094_s_at
ANKH,229176_at
ANKIB1,224682_at
ANKIB1,224687_at
ANKIB1,243181_at
ANKLE1,1553138_a_at
ANKLE2,212200_at
ANKLE2,212201_at
ANKLE2,213962_s_at
ANKMY1,1554610_at
ANKMY1,210486_at
ANKMY1,220280_s_at
ANKMY2,212798_s_at
ANKRA2,218769_s_at
ANKRD10,218093_s_at
ANKRD10,223251_s_at
ANKRD10,239116_at
ANKRD10,241414_at
ANKRD11,219437_s_at
ANKRD11,226012_at
ANKRD11,228356_at
ANKRD11,231999_at
ANKRD11,234701_at
ANKRD11,238538_at
ANKRD12,212286_at
ANKRD12,212289_at
ANKRD12,216550_x_at
ANKRD12,216563_at
ANKRD13A,224810_s_at
ANKRD13A,238851_at
ANKRD13B,227720_at
ANKRD13C,1554471_a_at
ANKRD13C,1556361_s_at
ANKRD13C,223418_x_at
ANKRD13C,227375_at
ANKRD13C,238597_at
ANKRD13D,226205_at
ANKRD13D,238642_at
ANKRD13D,244756_at
ANKRD16,229058_at
ANKRD16,231423_s_at
ANKRD17,212211_at
ANKRD17,225852_at
ANKRD2,221232_s_at
ANKRD22,238439_at
ANKRD22,239196_at
ANKRD24,1558398_at
ANKRD24,1558400_x_at
ANKRD24,233895_at
ANKRD26,205705_at
ANKRD26,205706_s_at
ANKRD27,221522_at
ANKRD28,1561079_at
ANKRD28,213035_at
ANKRD28,226025_at
ANKRD28,229307_at
ANKRD29,229308_at
ANKRD29,238332_at
ANKRD31,1564000_at
ANKRD33,242209_at
ANKRD34A,232735_at
