Genes,ID
ADAD1,231448_at
ADAD2,236463_at
ADAL,239711_at
ADAM10,202603_at
ADAM11,239837_at
ADAM12,226777_at
ADAM15,217007_s_at
ADAM17,213532_at
ADAM19,209765_at
ADAM21,1552579_a_at
ADAM21,207665_at
ADAM22,213411_at
ADAM23,213808_at
ADAM28,205997_at
ADAM30,243520_x_at
ADAM32,1552266_at
ADAM33,233868_x_at
ADAM8,205180_s_at
ADAM9,202381_at
ADAMDEC1,206134_at
ADAMTS1,222162_s_at
ADAMTS10,230341_x_at
ADAMTS12,226997_at
ADAMTS13,223844_at
ADAMTS14,230167_at
ADAMTS15,229004_at
ADAMTS16,238125_at
ADAMTS17,1552727_s_at
ADAMTS18,230040_at
ADAMTS19,1553180_at
ADAMTS2,226311_at
ADAMTS20,220717_at
ADAMTS3,214913_at
ADAMTS5,235368_at
ADAMTS6,237411_at
ADAMTS7,228911_at
ADAMTS8,235649_at
ADAMTS9,226814_at
ADAMTSL1,239909_at
ADAMTSL2,206629_at
ADAMTSL3,213974_at
ADAMTSL4,226071_at
ADAR,201786_s_at
ADARB1,203865_s_at
ADARB2,220648_at
ADAT1,219384_s_at
ADAT2,236817_at
ADCK1,227482_at
ADCK2,44120_at
ADCK5,228524_at
ADCY1,213245_at
ADCY2,213217_at
ADCY3,209321_s_at
ADCY4,230800_at
ADCY5,228182_at
ADCY7,203741_s_at
ADCY8,206811_at
ADCY9,204497_at
ADCYAP1,230237_at
ADCYAP1R1,226690_at
ADD1,214736_s_at
ADD2,205268_s_at
ADD3,201034_at
ADH1A,207820_at
ADH1C,206262_at
ADH4,223781_x_at
ADH6,214261_s_at
ADH7,210505_at
ADHFE1,227113_at
ADI1,222400_s_at
ADIG,1554128_at
ADIPOQ,207175_at
ADIPOR1,217748_at
ADIPOR2,201346_at
ADK,204119_s_at
ADM,202912_at
ADNP,201773_at
ADNP2,203321_s_at
ADO,212502_at
ADORA1,205481_at
ADORA2B,205891_at
ADPGK,220980_s_at
ADPRH,228042_at
ADPRHL1,1553163_at
ADPRHL2,223097_at
ADRA1A,211489_at
ADRA1D,210960_at
ADRA2A,209869_at
ADRB1,229309_at
ADRB2,206170_at
ADRM1,201281_at
ADSL,202144_s_at
ADSS,221761_at
ADSSL1,226325_at
AEBP1,201792_at
AEBP2,225889_at
AES,217729_s_at
AFAP1,203563_at
AFAP1L1,226955_at
AFAP1L2,226829_at
AFF1,201924_at
AFF2,210957_s_at
AFF3,1565034_s_at
AFF3,227198_at
AFF4,225229_at
AFG3L2,1557820_at
AFG3L2,232919_at
AFMID,240318_at
AFP,204694_at
AFTPH,222472_at
AGA,204332_s_at
AGBL1,1553447_at
AGBL2,220390_at
AGBL3,232395_x_at
AGBL4,1553412_at
AGBL5,231857_s_at
AGER,210081_at
AGGF1,218534_s_at
AGK,218568_at
AGL,203566_s_at
AGMAT,219792_at
AGMAT,221648_s_at
AGPAT2,210678_s_at
AGPAT3,225440_at
AGPAT4,228667_at
AGPAT5,218096_at
AGPS,225114_at
AGR2,228969_at
AGR3,228241_at
AGRN,212285_s_at
AGT,202834_at
AGTPBP1,204500_s_at
AGTR1,205357_s_at
AGTR2,222321_at
AGXT,210327_s_at
AHCY,200903_s_at
AHCYL1,200850_s_at
AHCYL2,212814_at
AHDC1,205002_at
AHI1,221569_at
AHNAK,211986_at
AHNAK2,212992_at
AHR,202820_at
AHSA1,201491_at
AHSA2,226334_s_at
AHSG,210929_s_at
AIF1,215051_x_at
AIFM1,205512_s_at
AIFM2,228445_at
AIFM3,244084_at
AIG1,223136_at
AIM1,212543_at
AIM1L,220290_at
AIM2,206513_at
AIP,201782_s_at
AIPL1,219977_at
AIRE,208090_s_at
AJAP1,206460_at
AK1,202587_s_at
AK2,208967_s_at
AK3,224655_at
AK5,219308_s_at
AK7,1553734_at
AKAP1,201675_at
AKAP10,213396_s_at
AKAP11,203156_at
AKAP12,210517_s_at
AKAP13,221718_s_at
AKAP14,237282_s_at
AKAP3,207344_at
AKAP5,230846_at
AKAP6,205359_at
AKAP7,205771_s_at
AKAP8,203848_at
AKAP8L,218064_s_at
AKAP9,210962_s_at
AKNA,225701_at
AKR1A1,201900_s_at
AKR1B1,201272_at
AKR1B10,206561_s_at
AKR1C1,204151_x_at
AKR1C3,209160_at
AKR7A2,214259_s_at
AKR7A3,206469_x_at
AKT1,207163_s_at
AKT1S1,224982_at
AKT2,225471_s_at
AKT3,212609_s_at
AKTIP,218373_at
ALAD,218487_at
ALB,1565228_s_at
ALCAM,201952_at
ALDH16A1,227592_at
ALDH18A1,222416_at
ALDH1A1,212224_at
ALDH1A3,1558649_at
ALDH1A3,203180_at
ALDH1B1,209646_x_at
ALDH1L1,205208_at
ALDH1L2,231202_at
ALDH2,201425_at
ALDH3A1,205623_at
ALDH3A2,202053_s_at
ALDH3B1,211004_s_at
ALDH4A1,203722_at
ALDH5A1,203608_at
ALDH6A1,221588_x_at
ALDH6A1,221589_s_at
ALDH7A1,208950_s_at
ALDH8A1,220148_at
ALDH9A1,201612_at
ALDOA,214687_x_at
ALDOB,211357_s_at
ALDOC,202022_at
ALG1,223355_at
ALG12,218444_at
ALG13,205583_s_at
ALG14,1553954_at
ALG2,225621_at
ALG3,207396_s_at
ALG6,219649_at
ALG8,203545_at
ALG9,219374_s_at
ALG9,228817_at
ALKBH1,205621_at
ALKBH2,225625_at
ALKBH3,226127_at
ALKBH4,222228_s_at
ALKBH5,234302_s_at
ALKBH6,225969_at
ALKBH7,223318_s_at
ALKBH8,235610_at
ALLC,220365_at
ALMS1,214220_s_at
ALOX12B,207381_at
ALOX15,207328_at
ALOX15B,206714_at
ALOX5,204446_s_at
ALOX5AP,204174_at
ALOXE3,222383_s_at
ALPK1,207133_x_at
ALPK2,228367_at
ALPK3,228342_s_at
ALPL,215783_s_at
ALPPL2,216377_x_at
ALS2,226291_at
ALS2CL,229887_at
ALS2CR11,1553261_x_at
ALS2CR12,239458_at
ALX1,206837_at
ALX3,207690_at
AMBN,221114_at
AMBP,205477_s_at
AMBRA1,52731_at
AMD1,201197_at
AMDHD1,229596_at
AMELX,208410_x_at
AMFR,202203_s_at
AMHR2,206892_at
AMIGO1,226718_at
AMIGO2,222108_at
AMMECR1,204976_s_at
AMMECR1L,223297_at
AMN,220989_s_at
AMOT,209521_s_at
AMOTL1,225450_at
AMOTL2,203002_at
AMPD2,212360_at
AMPD3,207992_s_at
AMPH,205257_s_at
AMZ1,1562261_at
AMZ2,218167_at
ANAPC10,207845_s_at
ANAPC11,226414_s_at
ANAPC13,209001_s_at
ANAPC2,218555_at
ANAPC4,226917_s_at
ANAPC5,200098_s_at
ANAPC7,225554_s_at
ANGEL1,213099_at
ANGEL2,221825_at
ANGPT1,205609_at
ANGPT2,236034_at
ANGPTL1,231773_at
ANGPTL2,213004_at
ANGPTL3,243799_x_at
ANGPTL4,221009_s_at
ANGPTL6,223967_at
ANGPTL7,206423_at
ANK1,240363_at
ANK2,202920_at
ANK3,206385_s_at
ANKAR,1556653_at
ANKDD1A,229497_at
ANKFN1,1559640_at
ANKFY1,224900_at
ANKH,223092_at
ANKIB1,224687_at
ANKLE1,1553138_a_at
ANKLE2,212200_at
ANKMY1,210486_at
ANKMY2,212798_s_at
ANKRA2,218769_s_at
ANKRD10,218093_s_at
ANKRD11,238538_at
ANKRD12,216550_x_at
ANKRD13A,224810_s_at
ANKRD13B,227720_at
ANKRD13C,223418_x_at
ANKRD13D,238642_at
ANKRD16,229058_at
ANKRD17,225852_at
ANKRD2,221232_s_at
ANKRD22,239196_at
ANKRD24,1558400_x_at
ANKRD26,205706_s_at
ANKRD27,221522_at
ANKRD28,226025_at
ANKRD29,229308_at
ANKRD31,1564000_at
ANKRD33,242209_at
ANKRD34A,232735_at
ANKRD35,231118_at
ANKRD36B,220940_at
ANKRD37,227337_at
ANKRD39,223532_at
ANKRD40,227064_at
ANKRD44,226641_at
ANKRD45,236421_at
ANKRD46,212731_at
ANKRD49,219069_at
ANKRD50,225731_at
ANKRD52,228257_at
ANKRD53,244453_at
ANKRD54,231847_at
ANKRD55,220112_at
ANKRD6,204671_s_at
ANKRD9,230972_at
ANKS1A,212747_at
ANKS1B,227439_at
ANKS3,227303_at
ANKS6,226586_at
ANKZF1,218274_s_at
ANLN,222608_s_at
ANP32A,201051_at
ANP32B,201306_s_at
ANP32D,208571_at
ANP32E,221505_at
ANPEP,202888_s_at
ANTXR1,224694_at
ANTXR2,225524_at
ANXA1,201012_at
ANXA11,206200_s_at
ANXA13,208323_s_at
ANXA2,201590_x_at
ANXA2P1,210876_at
ANXA2P3,211241_at
ANXA3,209369_at
ANXA4,201302_at
ANXA5,200782_at
ANXA6,200982_s_at
ANXA7,201366_at
ANXA9,211712_s_at
AOAH,205639_at
AOC2,207064_s_at
AOC3,204894_s_at
AOX1,205083_at
AP1B1,205423_at
AP1G1,225771_at
AP1G2,201613_s_at
AP1M1,223024_at
AP1S1,209635_at
AP1S2,230264_s_at
AP1S3,237159_x_at
AP2A1,223237_x_at
AP2A2,211779_x_at
AP2B1,200612_s_at
AP2M1,200613_at
AP2S1,211047_x_at
AP3B1,203142_s_at
AP3B2,205678_at
AP3D1,206592_s_at
AP3M1,222516_at
AP3M2,203410_at
AP3S1,202442_at
AP4B1,231714_s_at
AP4E1,228164_at
AP4M1,209837_at
AP4S1,210277_at
APAF1,204859_s_at
APBA1,228101_at
APBA2,209871_s_at
APBA3,215148_s_at
APBB1,202652_at
APBB1IP,230925_at
APBB2,212985_at
APC,203525_s_at
APC2,205320_at
APCDD1,225016_at
APCDD1L,235548_at
APEH,201284_s_at
APEX1,210027_s_at
APEX2,204408_at
APEX2,238813_at
APH1A,218389_s_at
APH1B,226358_at
API5,201687_s_at
APIP,218698_at
APLN,222856_at
APLP1,209462_at
APLP2,208248_x_at
APOA2,219466_s_at
APOA4,206894_at
APOB,205108_s_at
APOBEC2,206160_at
APOBEC3C,209584_x_at
APOBEC3D,1553831_at
APOBEC3F,214994_at
APOBEC3G,204205_at
APOC1,204416_x_at
APOD,201525_at
APOE,203381_s_at
APOH,205216_s_at
APOL1,209546_s_at
APOL2,221653_x_at
APOL3,221087_s_at
APOL4,223801_s_at
APOL6,1557116_at
APOLD1,221031_s_at
APOM,214910_s_at
APOO,221620_s_at
APOOL,213282_at
APP,200602_at
APPBP2,202630_at
APPL1,218158_s_at
APPL2,218218_at
APRT,213892_s_at
APTX,218527_at
AQP11,229526_at
AQP2,236630_at
AQP3,39248_at
AQP4,226228_at
AQP5,213611_at
AQP6,216219_at
AQP9,205568_at
AQR,212584_at
AR,226192_at
ARAF,201895_at
ARC,210090_at
ARCN1,201176_s_at
AREG,1557285_at
AREG,205239_at
ARF3,200011_s_at
ARF4,201097_s_at
ARF5,201526_at
ARF6,224788_at
ARFGAP1,217888_s_at
ARFGAP2,211975_at
ARFGAP3,202211_at
ARFGEF1,202956_at
ARFGEF2,218098_at
ARFIP1,218230_at
ARFIP2,202109_at
ARFRP1,215984_s_at
ARG1,206177_s_at
ARG2,203946_s_at
ARGLU1,218067_s_at
ARHGAP1,202117_at
ARHGAP10,219431_at
ARHGAP11A,204492_at
ARHGAP12,207606_s_at
ARHGAP17,218076_s_at
ARHGAP18,225171_at
ARHGAP20,228368_at
ARHGAP21,224764_at
ARHGAP22,206298_at
ARHGAP24,223422_s_at
ARHGAP25,38149_at
ARHGAP26,226576_at
ARHGAP27,225618_at
ARHGAP27,229424_s_at
ARHGAP27,243536_x_at
ARHGAP28,227911_at
ARHGAP29,203910_at
ARHGAP30,241346_at
ARHGAP4,204425_at
ARHGAP5,217936_at
ARHGAP6,206167_s_at
ARHGAP9,224451_x_at
ARHGDIA,201168_x_at
ARHGDIB,201288_at
ARHGDIG,206888_s_at
ARHGEF10,216620_s_at
ARHGEF10L,221656_s_at
ARHGEF11,202913_at
ARHGEF12,201334_s_at
ARHGEF15,205507_at
ARHGEF16,208009_s_at
ARHGEF17,203756_at
ARHGEF18,213039_at
ARHGEF19,226857_at
ARHGEF2,209435_s_at
ARHGEF3,218501_at
ARHGEF6,209539_at
ARHGEF7,202548_s_at
ARHGEF9,203264_s_at
ARID1A,218917_s_at
ARID1B,225181_at
ARID2,225486_at
ARID3A,205865_at
ARID3B,218964_at
ARID4A,230141_at
ARID4B,221230_s_at
ARID5A,213138_at
ARID5B,212614_at
ARIH1,201880_at
ARIH2,201229_s_at
ARL1,201658_at
ARL10,228843_at
ARL11,1552691_at
ARL13B,228201_at
ARL14,220468_at
ARL15,219842_at
ARL2BP,202092_s_at
ARL3,202641_at
ARL4A,205020_s_at
ARL4C,202207_at
ARL4D,203586_s_at
ARL5B,226345_at
ARL6,223735_at
ARL6,235320_at
ARL6IP1,211935_at
ARL6IP4,220597_s_at
ARL6IP5,200761_s_at
ARL6IP6,225707_at
ARL8A,225347_at
ARL8B,217852_s_at
ARMC1,222550_at
ARMC10,1554480_a_at
ARMC2,223866_at
ARMC3,240275_at
ARMC4,223794_at
ARMC5,227738_s_at
ARMC6,221758_at
ARMC7,219096_at
ARMC8,203487_s_at
ARMC9,219637_at
ARMCX1,218694_at
ARMCX2,203404_at
ARMCX3,222444_at
ARMCX4,227444_at
ARMCX6,214749_s_at
ARNT,218221_at
ARNT2,202986_at
ARNTL,209824_s_at
ARNTL2,224204_x_at
ARPC1A,200950_at
ARPC1B,201954_at
ARPC2,208679_s_at
ARPC3,208736_at
ARPC5,211963_s_at
ARPC5L,220966_x_at
ARR3,207136_at
ARRB1,222756_s_at
ARRB2,203388_at
ARRDC1,226405_s_at
ARRDC2,226055_at
ARRDC3,224797_at
ARRDC4,225283_at
ARSA,204443_at
ARSA,236541_at
ARSB,232197_x_at
ARSD,223696_at
ARSE,205894_at
ARSF,214490_at
ARSG,1552632_a_at
ARSI,230275_at
ARSJ,219973_at
ARSK,239147_at
ART3,210147_at
ARTN,210237_at
ARVCF,217516_x_at
ARX,238878_at
ASAH1,213702_x_at
ASB12,236033_at
ASB13,218862_at
ASB2,227915_at
ASB4,217228_s_at
ASB4,235619_at
ASB5,235503_at
ASB6,222524_s_at
ASB7,226513_at
ASB8,226861_at
ASB9,205673_s_at
ASCC2,215684_s_at
ASCC3,212815_at
ASCL1,209988_s_at
ASCL2,229215_at
ASF1A,203427_at
ASF1B,218115_at
ASGR1,206743_s_at
ASGR2,206130_s_at
ASH1L,226447_at
ASH2L,209517_s_at
ASL,204608_at
ASMTL,36553_at
ASNA1,202024_at
ASNS,205047_s_at
ASNSD1,217987_at
ASPA,206030_at
ASPH,209135_at
ASPHD1,1553997_a_at
ASPHD2,227014_at
ASPM,219918_s_at
ASPN,219087_at
ASPRV1,235514_at
ASPSCR1,218908_at
ASS1,207076_s_at
ASTE1,221135_s_at
ASTN1,213197_at
ASTN2,209693_at
ASXL1,212237_at
ASXL3,214162_at
ASXL3,233536_at
ATAD1,224850_at
ATAD2,222740_at
ATAD2B,213387_at
ATAD3A,227700_x_at
ATAD5,220223_at
ATCAY,227365_at
ATE1,225497_at
ATF1,222103_at
ATF2,212984_at
ATF3,202672_s_at
ATF4,200779_at
ATF5,204998_s_at
ATF6,226941_at
ATF7,244587_at
ATF7IP,231825_x_at
ATF7IP2,219870_at
ATF7IP2,228381_at
ATG10,1570523_s_at
ATG12,213026_at
ATG16L1,232612_s_at
ATG16L2,225883_at
ATG2A,213300_at
ATG2B,226684_at
ATG3,221492_s_at
ATG4A,213115_at
ATG4B,212280_x_at
ATG4C,228190_at
ATG4D,226871_s_at
ATG5,202511_s_at
ATG7,218673_s_at
ATG9A,202492_at
ATIC,208758_at
ATL3,224893_at
ATM,212672_at
ATMIN,201855_s_at
ATN1,40489_at
ATOH1,221336_at
ATOH7,1552879_a_at
ATOH8,228890_at
ATOX1,203454_s_at
ATP10A,214255_at
ATP10B,214070_s_at
ATP10D,213238_at
ATP11A,230875_s_at
ATP11B,212536_at
ATP11C,226785_at
ATP12A,207367_at
ATP13A1,218052_s_at
ATP13A2,218608_at
ATP13A3,212297_at
ATP13A4,1557136_at
ATP13A5,243585_at
ATP1A1,220948_s_at
ATP1A2,203296_s_at
ATP1A4,1565346_a_at
ATP1B1,201242_s_at
ATP1B2,204311_at
ATP1B3,208836_at
ATP1B3,226570_at
ATP1B4,220556_at
ATP2A1,230693_at
ATP2A2,209186_at
ATP2A3,207522_s_at
ATP2B1,215716_s_at
ATP2B2,204685_s_at
ATP2B3,242036_x_at
ATP2B4,212136_at
ATP2C1,212255_s_at
ATP2C2,214798_at
ATP4A,207139_at
ATP4B,207546_at
ATP5A1,213738_s_at
ATP5B,201322_at
ATP5C1,213366_x_at
ATP5D,213041_s_at
ATP5F1,211755_s_at
ATP5G1,208972_s_at
ATP5G2,208764_s_at
ATP5G3,207507_s_at
ATP5H,210149_s_at
ATP5I,209492_x_at
ATP5J,202325_s_at
ATP5L,208746_x_at
ATP5O,200818_at
ATP5S,213995_at
ATP5SL,45828_at
ATP6AP1,207809_s_at
ATP6AP2,201443_s_at
ATP6V0A1,212383_at
ATP6V0A2,229572_at
ATP6V0A4,220197_at
ATP6V0B,200078_s_at
ATP6V0D1,212041_at
ATP6V0D2,1553155_x_at
ATP6V0E1,214150_x_at
ATP6V0E2,213587_s_at
ATP6V1A,201972_at
ATP6V1B1,1554847_at
ATP6V1B2,201089_at
ATP6V1C1,202874_s_at
ATP6V1C2,1552532_a_at
ATP6V1D,208898_at
ATP6V1E1,208678_at
ATP6V1G1,208737_at
ATP6V1H,221504_s_at
ATP7A,205198_s_at
ATP7B,204624_at
ATP8A1,213106_at
ATP8A2,219659_at
ATP8B1,214594_x_at
ATP8B2,226771_at
ATP8B3,1554704_at
ATP8B4,220416_at
ATP9A,212062_at
ATP9B,214934_at
ATPAF1,224729_s_at
ATPAF2,213057_at
ATPIF1,223338_s_at
ATR,209903_s_at
ATRN,212517_at
ATRNL1,213745_at
ATRX,208861_s_at
ATXN1,203232_s_at
ATXN10,208833_s_at
ATXN2,202622_s_at
ATXN2L,201806_s_at
ATXN7,204516_at
ATXN7L1,227732_at
ATXN7L2,230038_at
ATXN7L3,224969_at
AUH,205052_at
AUP1,220525_s_at
AURKA,208079_s_at
AURKAIP1,218580_x_at
AURKB,209464_at
AURKC,211107_s_at
AUTS2,212599_at
AVEN,219366_at
AVIL,233333_x_at
AVPI1,218631_at
AVPR1A,206251_s_at
AVPR1B,208260_at
AVPR2,208111_at
AXIN1,212849_at
AXIN2,222696_at
AXL,202686_s_at
AZI2,218043_s_at
AZIN1,212461_at
AZU1,214575_s_at
B2M,201891_s_at
B3GALNT1,223374_s_at
B3GALNT2,226233_at
B3GALT1,220829_s_at
B3GALT2,217452_s_at
B3GALT4,210205_at
B3GALT6,1553959_a_at
B3GAT1,219521_at
B3GAT2,239144_at
B3GAT3,35179_at
B3GNT2,222870_s_at
B3GNT4,221240_s_at
B3GNT5,225612_s_at
B3GNT6,1552834_at
B3GNT7,1555962_at
B3GNT8,237338_at
B3GNTL1,213589_s_at
B4GALNT1,1555385_at
B4GALNT2,1552903_at
B4GALNT3,229909_at
B4GALT2,209413_at
B4GALT3,210243_s_at
B4GALT4,210540_s_at
B4GALT5,221485_at
B4GALT6,235333_at
B4GALT7,53076_at
B9D1,210534_s_at
B9D2,219766_at
BAALC,218899_s_at
BAAT,206913_at
BACE1,217904_s_at
BACE2,222446_s_at
BACH1,204194_at
BACH2,221234_s_at
BAD,209364_at
BAG1,211475_s_at
BAG2,209406_at
BAG3,217911_s_at
BAG4,228189_at
BAG5,202985_s_at
BAHD1,203051_at
BAIAP2,205294_at
BAIAP2L1,227372_s_at
BAIAP2L2,228876_at
BAIAP3,216356_x_at
BAK1,203728_at
BAMBI,203304_at
BANF1,210125_s_at
BANK1,219667_s_at
BANP,219966_x_at
BAP1,201419_at
BARD1,205345_at
BARHL1,224092_at
BARX1,219845_at
BARX2,210419_at
BASP1,202391_at
BATF,205965_at
BATF2,228439_at
BATF3,220358_at
BAX,208478_s_at
BAZ1A,217985_s_at
BAZ2A,201354_s_at
BAZ2B,203080_s_at
BBOX1,205363_at
BBS1,218471_s_at
BBS1,222643_s_at
BBS10,219487_at
BBS12,229603_at
BBS2,223227_at
BBS4,212744_at
BBS5,230697_at
BBS7,235007_at
BBS9,37549_g_at
BBX,213016_at
BCAM,40093_at
BCAN,219107_at
BCAP29,225674_at
BCAP31,200837_at
BCAR1,223116_at
BCAR3,204032_at
BCAS1,204378_at
BCAS2,203053_at
BCAS3,220488_s_at
BCAS4,228787_s_at
BCAT1,225285_at
BCAT2,203576_at
BCCIP,227322_s_at
BCDIN3D,234979_at
BCHE,205433_at
BCKDHA,202331_at
BCKDHB,213321_at
BCKDK,202030_at
BCL10,205263_at
BCL11A,222891_s_at
BCL11B,219528_s_at
BCL2,203685_at
BCL2A1,205681_at
BCL2L1,212312_at
BCL2L10,236491_at
BCL2L11,225606_at
BCL2L12,233110_s_at
BCL2L13,217955_at
BCL6,203140_at
BCL6B,228311_at
BCL7A,203795_s_at
BCL7B,202518_at
BCL7C,219072_at
BCL9,204129_at
BCL9L,228065_at
BCLAF1,201084_s_at
BCO2,232449_at
BCORL1,219444_at
BCR,226602_s_at
BCS1L,207618_s_at
BDH1,211715_s_at
BDH2,218285_s_at
BDKRB1,207510_at
BDKRB2,205870_at
BDNF,206382_s_at
BDP1,226290_at
BECN1,208946_s_at
BEGAIN,220795_s_at
BEST1,207671_s_at
BEST3,224520_s_at
BEST4,1552296_at
BET1,202710_at
BET1L,223023_at
BEX1,218332_at
BEX2,224367_at
BEX4,215440_s_at
BEX5,229963_at
BFAR,218056_at
BFSP1,206746_at
BGN,213905_x_at
BHMT,206119_at
BHMT2,219902_at
BICC1,213429_at
BICD1,1556051_a_at
BICD2,213154_s_at
BID,227143_s_at
BIK,205780_at
BIN1,210201_x_at
BIN2,219191_s_at
BIN3,222199_s_at
BIRC2,202076_at
BIRC3,210538_s_at
BIRC5,1555826_at
BIRC5,202095_s_at
BIRC6,224635_s_at
BIRC7,220451_s_at
BLCAP,201032_at
BLK,206255_at
BLM,205733_at
BLMH,202179_at
BLNK,207655_s_at
BLOC1S2,225049_at
BLVRA,211729_x_at
BLVRB,202201_at
BLZF1,203840_at
BMF,226530_at
BMP1,202701_at
BMP2,205289_at
BMP2K,226853_at
BMP4,211518_s_at
BMP7,209590_at
BMP8A,220203_at
BMPER,241986_at
BMPR1A,213578_at
BMPR1B,229975_at
BMPR2,225144_at
BMS1,203082_at
BNC1,1552487_a_at
BNC2,229942_at
BNIP1,204930_s_at
BNIP2,226280_at
BNIP3,201849_at
BNIP3L,221478_at
BOC,225990_at
BOK,223349_s_at
BOLA1,219345_at
BOLA3,227291_s_at
BPGM,203502_at
BPHL,205750_at
BPNT1,232103_at
BPTF,232909_s_at
BRAP,213473_at
BRCA1,204531_s_at
BRCA2,214727_at
BRCC3,229436_x_at
BRD2,214911_s_at
BRD3,203825_at
BRD4,202102_s_at
BRD7,221776_s_at
BRD8,202227_s_at
BRD9,220155_s_at
BRE,205550_s_at
BRF1,203754_s_at
BRF2,218955_at
BRI3,223376_s_at
BRIP1,235609_at
BRMS1,215631_s_at
BRMS1L,226580_at
BRPF1,204481_at
BRPF3,225217_s_at
BRS3,207369_at
BRSK1,1552504_a_at
BRSK2,223715_at
BRWD1,225446_at
BRWD3,244738_at
BSDC1,218004_at
BSG,208677_s_at
BSN,204586_at
BSPRY,218792_s_at
BST1,205715_at
BST2,201641_at
BTAF1,209430_at
BTBD1,217945_at
BTBD10,223174_at
BTBD11,228570_at
BTBD2,207722_s_at
BTBD3,202946_s_at
BTBD6,225389_at
BTBD7,224945_at
BTBD8,1569693_at
BTBD9,229867_at
BTC,241412_at
BTD,214117_s_at
BTF3,211939_x_at
BTG1,200921_s_at
BTG2,201236_s_at
